domain,v,p,pct,rua,ruf,sp,fo,rf,adkim,aspf,ri
_dmarc.safeonweb.be.,DMARC1,reject,default,mailto:dx39zxpu@ag.dmarcian-eu.com,mailto:dx39zxpu@fr.dmarcian-eu.com,default,1,default,default,default,default
_dmarc.sbna-inc.com.,DMARC1,none,default,mailto:dmarc_agg@vali.email,default,default,default,default,default,default,default
_dmarc.scaquarium.org.,DMARC1,none,100,mailto:mmoore@scaquarium.org,default,default,default,default,default,default,default
_dmarc.se.edu.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.secova.us.,DMARC1,none,100,default,default,default,default,default,default,default,default
_dmarc.seniorblackpeoplemeet.com.,DMARC1,reject,default,"mailto:c9cqd7qd@ag.dmarcian.com,mailto:4tjdn-8317@rua.dmarc.emailanalyst.com",default,default,default,default,default,default,default
_dmarc.sgi.com.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.sitelike.org.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.snacktv.de.,spf1 -all,default,default,default,default,default,default,default,default,default,default
_dmarc.sofoot.com.,DMARC1,none,100,mailto:dmarc@mailinblue.com!10m,mailto:dmarc@mailinblue.com!10m,none,default,afrf,default,default,86400
_dmarc.soundboardguy.com.,DMARC1,reject,default,default,default,reject,default,default,s,s,default
_dmarc.sourcecodester.com.,DMARC1,quarantine,default,default,default,default,default,default,default,default,default
_dmarc.spaces.com.,DMARC1,reject,default,default,default,default,default,default,default,default,default
_dmarc.spiritdogtraining.com.,DMARC1,none,default,mailto:1a8d26887b844b0095884f6f29a832d2@dmarc-reports.cloudflare.net,default,none,1,default,default,default,default
_dmarc.stackoverflow.co.,DMARC1,reject,100,mailto:dmarc-aggregates@stackoverflow.com,mailto:dmarc-forensics@stackoverflow.com,quarantine,1,default,default,default,default
_dmarc.standox.com.,DMARC1,none,default,mailto:axalta@rua.dmp.cisco.com,mailto:axalta@ruf.dmp.cisco.com,default,1,default,default,default,3600
_dmarc.starsoft.com.pl.,DMARC1,none,default,mailto:it@starsoft.com.pl,default,default,default,default,default,default,default
_dmarc.stellarcyber.ai.,DMARC1,reject,default,mailto:dmarc2-reports@stellarcyber.ai,default,default,default,default,default,default,default
_dmarc.stoneprofits.com.,DMARC1,reject,100,"mailto:rekha@stoneprofits.com, mailto:rameez@stoneprofits.com",default,default,default,default,s,s,default
_dmarc.swingdesign.com.,DMARC1,none,5,mailto:whaley@swingdesign.com,default,default,default,default,default,default,default
_dmarc.teckinhome.com.,DMARC1,none,default,mailto:mailauth-reports@qq.com,default,default,default,default,default,default,default
_dmarc.teemo.co.,DMARC1,reject,default,mailto:security@teemo.co,default,default,default,default,default,default,default
_dmarc.tennantco.com.,DMARC1,quarantine,100,mailto:5e3301e33d9e4@ag.dmarcly.com,mailto:5e3301e33d9e4@fo.dmarcly.com,quarantine,1,default,r,r,default
_dmarc.thelaundress.com.,DMARC1,none,default,mailto:dmarc@golbm.com,mailto:dmarc@golbm.com,none,default,default,default,default,86400
_dmarc.thepensionsregulator.gov.uk.,DMARC1,quarantine,default,"mailto:e1nXHAMeeTf@dmarc-rua.mailcheck.service.ncsc.gov.uk,mailto:fa273b1d1766015@rep.dmarcanalyzer.com",mailto:fa273b1d1766015@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.thirdfederalonline.com.,DMARC1,reject,100,mailto:i4m51src@ag.dmarcian.com,mailto:i4m51src@fr.dmarcian.com,none,1,afrf,default,r,default
_dmarc.thriveworks.com.,DMARC1,none,default,mailto:dmarc-reports@tworks.io,default,default,default,default,default,default,default
_dmarc.tilburguniversity.edu.,DMARC1,reject,default,mailto:dmarc+full@uvt.nl,mailto:dmarc+full@uvt.nl,default,default,default,r,r,default
_dmarc.tokentransit.com.,DMARC1,none,default,mailto:dmarc@tokentransit.com,mailto:dmarc+f@tokentransit.com,default,default,default,default,default,86400
_dmarc.trmlabs.com.,DMARC1,quarantine,100,"mailto:dmarc@trmlabs.com,mailto:0309f1493002275@rep.dmarcanalyzer.com,mailto:dmarc_agg@vali.email","mailto:dmarc@trmlabs.com,mailto:0309f1493002275@rep.dmarcanalyzer.com,mailto:dmarc_agg@vali.email",default,1,default,default,default,default
_dmarc.truman.edu.,DMARC1,none,default,mailto:postmaster@truman.edu,default,default,1,default,default,default,default
_dmarc.ultiworld.com.,DMARC1,reject,100,"mailto:ebb202206b0e4d2f9c0ec06b0974f812@dmarc-reports.cloudflare.net,mailto:re+u8epimexmmb@dmarc.postmarkapp.com",default,reject,default,default,default,r,default
_dmarc.unfcu.org.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.uni-greifswald.de.,DMARC1,reject,default,mailto:postmaster+dmarc@uni-greifswald.de,mailto:postmaster+dmarc@uni-greifswald.de,default,default,default,default,default,default
_dmarc.uninter.com.,DMARC1,none,default,"mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_agg@vali.email",mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.unocha.org.,DMARC1,quarantine,default,mailto:dmarc@reliefweb.int,mailto:dmarc@reliefweb.int,default,0:1:d:s,default,r,r,default
_dmarc.unwiredltd.com.,DMARC1,quarantine,default,mailto:v8ql4jsk@ag.dmarcian.com,mailto:v8ql4jsk@fr.dmarcian.com,quarantine,default,default,default,default,86400
_dmarc.upperstory.com.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.url2png.com.,DMARC1,reject,100,mailto:re+iawkdmm2ibj@dmarc.postmarkapp.com,default,none,default,default,default,r,default
_dmarc.valleyvet.com.,DMARC1,quarantine,default,default,mailto:dmarc@valleyvet.com,default,default,default,default,default,default
_dmarc.vangoghmuseum.nl.,DMARC1,reject,100,mailto:postmaster@vangoghmuseum.nl,mailto:postmaster@vangoghmuseum.nl,none,1,default,r,r,86400
_dmarc.volkswagen.at.,DMARC1,none,100,mailto:dmarc-aggregatereport@porscheinformatik.com,mailto:dmarc-forensikreport@porscheinformatik.com,default,default,default,default,default,default
_dmarc.watchtower-security.net.,DMARC1,quarantine,5,mailto:administrator@watchtower-security.com,default,default,default,default,default,default,default
_dmarc.weareblox.com.,DMARC1,quarantine,100,"mailto:dmarc@smtpeter.com,mailto:dmarccompliance@btcdirect.eu",default,default,default,default,default,default,default
_dmarc.webdi.com.,spf1 -all,default,default,default,default,default,default,default,default,default,default
_dmarc.webspacecontrol.com.,DMARC1,none,100,"mailto:e7ccef7795ef41d6a00a3d45a8d081db@dmarc-reports.cloudflare.net,mailto:abuse@dotroll.com,mailto:2c0f20acf8@rua.easydmarc.eu","mailto:abuse@dotroll.com,mailto:2c0f20acf8@ruf.e"" ""asydmarc.eu",none,1,afrf,r,r,604800
_dmarc.wedia.gr.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.whs.mil.,DMARC1,reject,100,mailto:DMARC_REPORTS@mail.mil,mailto:disa.pentagon.jsp.mbx.opord-18-0206-oge@mail.mil,reject,1:s,default,default,default,default
_dmarc.wightlink.co.uk.,DMARC1,none,default,default,default,none,default,default,default,default,default
_dmarc.williammurraygolf.com.,DMARC1,none,100,mailto:re+agn7qnwqisx@dmarc.postmarkapp.com,default,none,default,default,default,r,default
_dmarc.workadvantage.in.,DMARC1,none,default,mailto:info@workadvantage.in,default,default,default,default,default,default,default
_dmarc.world-vu.net.,DMARC1,reject,default,mailto:dmarc@oneweb.net,mailto:scc@oneweb.net,default,1,default,s,s,3600
_dmarc.xmmarketglobal.net.,DMARC1,reject,default,mailto:dmarc@trading-point.com,default,default,1,default,r,r,default
_dmarc.xtgem.com.,DMARC1,none,100,"mailto:rua@mx.xtgem.com, mailto:re+sciezfstaxl@dmarc.postmarkapp.com",mailto:ruf@mx.xtgem.com,none,default,default,default,r,default
_dmarc.xtrafondos.com.,DMARC1,default,default,default,default,default,default,default,default,default,default
_dmarc.yahoo.co.in.,DMARC1,reject,100,mailto:d@rua.agari.com,mailto:d@ruf.agari.com,default,default,default,default,default,default
_dmarc.yookassa.ru.,DMARC1,quarantine,100,"mailto:re+l3k3macr9tn@dmarc.postmarkapp.com,mailto:dmarc-rua@yookassa.ru",mailto:dmarc-ruf@yookassa.ru,quarantine,1,default,default,default,default
_dmarc.zugucase.com.,DMARC1,quarantine,100,mailto:afcfea7b@inbox.ondmarc.com,mailto:afcfea7b@inbox.ondmarc.com,quarantine,0,afrf,r,r,3600
_dmarc.15worksheets.com.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.aaaai.org.,DMARC1,reject,100,mailto:dmarc@aaaai.org,mailto:dmarc@aaaai.org,default,1,default,default,default,default
_dmarc.adbl.co.,DMARC1,reject,default,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,default,default,default,default,default,default
_dmarc.ajila.com.,DMARC1,none,100,mailto:dmarc@smtp.mailtrap.live,mailto:dmarc@smtp.mailtrap.live,default,default,afrf,default,default,default
_dmarc.alphasoftware.com.,DMARC1,quarantine,100,mailto:dmarc@alphasoftware.com,mailto:dmarc@alphasoftware.com,default,1,default,default,default,default
_dmarc.amerijet.com.,DMARC1,quarantine,default,"mailto:dmarc.amj@amerijet.com,mailto:dmarc_rua@emaildefense.proofpoint.com","mailto:dmarc.amj@amerijet.com,mailto:dmarc_ruf@emaildefense.proofpoint.com",default,1,default,default,default,default
_dmarc.aopsacademy.org.,DMARC1,reject,default,mailto:reports@artofproblemsolving.com,default,default,default,default,default,default,default
_dmarc.applablimited.com.,DMARC1,none,100,default,default,none,default,default,r,r,default
_dmarc.armus.com.,DMARC1,quarantine,default,default,default,default,default,default,default,default,default
_dmarc.audiens.com.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.autorola.com.,DMARC1,reject,default,mailto:dmarc_agg@vali.email,default,default,default,default,default,default,default
_dmarc.autoscout24.es.,DMARC1,none,default,mailto:dmarc-aggregation@autoscout24.com,mailto:dmarc-forensic@autoscout24.com,default,1,default,default,default,default
_dmarc.bancopopular.com.co.,DMARC1,reject,default,"mailto:banco-popular-colombia@rua.agari.com,mailto:DMARC_ABUSE@bancopopular.com.co","mailto:banco-popular-colombia@ruf.agari.com,mailto:DMARC_ABUSE@bancopopular.com.co",default,1,default,default,default,3600
_dmarc.baseinet.com.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.batleys.co.uk.,DMARC1,quarantine,default,mailto:138658339ae5660@rep.dmarcanalyzer.com,mailto:138658339ae5660@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.bemoacademicconsulting.com.,DMARC1,reject,100,mailto:webmaster3@bemoacademicconsulting.com,mailto:webmaster@bemoacademicconsulting.com,none,0,afrf,r,r,259200
_dmarc.birmingham.gov.uk.,DMARC1,quarantine,100,mailto:cB5iAXo9bCd@dmarc-rua.mailcheck.service.ncsc.gov.uk,default,default,default,default,default,default,default
_dmarc.bizon365.ru.,DMARC1,reject,default,default,default,default,default,default,default,r,default
_dmarc.blazetv.com.,DMARC1,quarantine,default,mailto:zc8mgese@ag.us.dmarcian.com,default,default,default,default,default,default,default
_dmarc.blitzer.de.,spf1 mx a include:ispgateway.de include:email.freshdesk.com ~all,default,default,default,default,default,default,default,default,default,default
_dmarc.bma.org.uk.,DMARC1,none,default,mailto:466265804bad845@rep.dmarcanalyzer.com,mailto:466265804bad845@for.dmarcanalyzer.com,none,1,default,default,default,default
_dmarc.bna.com.ar.,DMARC1,none,20,mailto:DMarc@bna.com.ar,default,default,default,default,s,s,default
_dmarc.boltsystem.com.,DMARC1,none,100,mailto:re+xhuveefkmlo@dmarc.postmarkapp.com,default,none,default,default,default,r,default
_dmarc.bomag.com.,DMARC1,quarantine,100,mailto:re+zvgbiddqvoy@dmarc.postmarkapp.com,mailto:dmarc-ruf@bomag.com,none,default,default,default,r,default
_dmarc.bombeiros.pa.gov.br.,DMARC1,none,default,mailto:postmaster@bombeiros.pa.gov.br,mailto:postmaster@bombeiros.pa.gov.br,default,default,default,default,default,default
_dmarc.branchapp.com.,DMARC1,none,5,mailto:dmarc@branchapp.com,default,default,default,default,r,r,default
_dmarc.bridgeig.com.,DMARC1,reject,50,mailto:1e9923433b1c924@rep.dmarcanalyzer.com,mailto:1e9923433b1c924@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.bvsnet.com.br.,DMARC1,quarantine,100,mailto:rua.dmarc@boavistaservicos.com.br,mailto:ruf.dmarc@boavistaservicos.com.br,default,1,default,default,default,default
_dmarc.capspharmacy.com.,DMARC1,reject,default,mailto:u8jrbwhm@ag.eu.dmarcian.com,mailto:u8jrbwhm@fr.eu.dmarcian.com,default,default,default,default,default,default
_dmarc.carmagazine.co.uk.,DMARC1,none,100,mailto:54433b5b@inbox.ondmarc.com,mailto:54433b5b@inbox.ondmarc.com,none,0,afrf,r,r,3600
_dmarc.catholicculture.org.,DMARC1,none,default,"mailto:3eb6311b316c4a1da43b29aaf2c69b32@dmarc-reports.cloudflare.net,mailto:jmirus@trincomm.org",default,default,default,default,default,default,default
_dmarc.ceh.ac.uk.,DMARC1,quarantine,default,"mailto:dmarc-rua@dmarc.service.gov.uk,mailto:dmarc-aggregate@ukri.org",mailto:dmarc-failure@ukri.org,default,default,default,default,default,86400
_dmarc.censinet.com.,DMARC1,quarantine,25,"mailto:lb9j6ef3@ag.us.dmarcian.com,mailto:re+ebed1a1de619@inbound.dmarcdigests.com","mailto:lb9j6ef3@fr.us.dmarcian.com,mailto:dmarc-forensics@censinet.com",quarantine,1,default,default,default,default
_dmarc.cipsp.net.,DMARC1,reject,default,default,default,default,default,default,default,default,default
_dmarc.cloudmailstore.com.,DMARC1,none,default,mailto:dmarc@cloudmailstore.com,mailto:dmarc@cloudmailstore.com,default,1,default,default,default,default
_dmarc.coinify.com.,DMARC1,reject,100,mailto:re+zpguqg2zqo1@inbound.dmarcdigests.com,default,none,default,default,default,r,default
_dmarc.comedycellar.com.,DMARC1,quarantine,100,"mailto:owner@comedycellar.com,mailto:dmarc@jc0zc2ap.uriports.com","mailto:owner@comedycellar.com,mailto:dmarc@jc0zc2ap.uriports.com",default,1,default,default,default,default
_dmarc.consumersentinel.gov.,DMARC1,reject,default,mailto:reports@dmarc.cyber.dhs.gov,mailto:reports@dmarc.cyber.dhs.gov,default,1,default,default,default,default
_dmarc.contraloria.gob.ec.,DMARC1,none,default,mailto:reports_rua@contraloria.gob.ec,mailto:reports_ruf@contraloria.gob.ec,default,default,default,default,default,default
_dmarc.costway.com.,DMARC1,reject,default,"mailto:35b6685ae145416284b3d822b89d41fb@dmarc-reports.cloudflare.net,mailto:noreply@dmarc.costway.com",mailto:noreply@dmarc.costway.com,default,1,default,default,default,default
_dmarc.countysupplies.com.,DMARC1,quarantine,default,default,default,default,default,default,s,s,default
_dmarc.cricketnext.com.,DMARC1,none,default,mailto:sysops@nw18.com,mailto:sysops@nw18.com,default,1,default,default,default,default
_dmarc.csnews.com.,DMARC1,none,100,mailto:re+81b6e0b3d51b@inbound.dmarcdigests.com,default,none,default,default,default,default,default
_dmarc.cumbria.gov.uk.,DMARC1,reject,100,mailto:dmarc-rua@dmarc.service.gov.uk,mailto:dmarc@cumbria.gov.uk,reject,default,default,default,r,default
_dmarc.cybereason.com.,DMARC1,quarantine,default,mailto:e1c26eabea8c257@rep.dmarcanalyzer.com,mailto:e1c26eabea8c257@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.dart.org.,DMARC1,none,100,default,default,default,default,default,default,default,default
_dmarc.diseaseinformationtool.ca.,DMARC1,reject,default,mailto:abbvie@rua.dmp.cisco.com,mailto:abbvie@ruf.dmp.cisco.com,default,1,default,default,default,3600
_dmarc.disp.cc.,DMARC1,none,100,mailto:dmarc@smtp.mailtrap.live,mailto:dmarc@smtp.mailtrap.live,default,default,afrf,default,default,default
_dmarc.diwise.eu.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.dpf.gov.br.,DMARC1,none,100,mailto:ruadpf@dpf.gov.br,mailto:rufdpf@dpf.gov.br,none,1,default,default,default,default
_dmarc.drax.com.,DMARC1,reject,default,mailto:dmarc_agg@vali.email,default,default,1,default,default,default,default
_dmarc.duodopakademi.se.,DMARC1,reject,default,mailto:abbvie@rua.dmp.cisco.com,mailto:abbvie@ruf.dmp.cisco.com,default,1,default,default,default,3600
_dmarc.dynamicstocloud.com.,DMARC1,none,100,mailto:noreply@dynamicstocloud.com,mailto:noreply@dynamicstocloud.com,default,1,default,default,default,default
_dmarc.eathawkers.com.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.eccang.com.,DMARC1,quarantine,default,mailto:caizhijian@eccang.com,mailto:caizhijian@eccang.com,default,default,default,default,default,default
