domain,v,p,pct,rua,ruf,sp,fo,rf,adkim,aspf,ri
_dmarc.dentaquest.com.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,default,default,default,default,default
_dmarc.ferc.gov.,DMARC1,reject,100,"mailto:dmarc-collection@ferc.gov,mailto:reports@dmarc.cyber.dhs.gov",mailto:dmarc-collection@ferc.gov,none,0,default,default,default,3600
_dmarc.greateranglia.co.uk.,DMARC1,none,100,mailto:95cacb7f@inbox.ondmarc.com,mailto:95cacb7f@inbox.ondmarc.com,default,1,default,default,default,3600
_dmarc.idtdna.com.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.jackpocket.com.,DMARC1,quarantine,default,mailto:dmarc-rua@jackpocket.com,mailto:dmarc-ruf@jackpocket.com,default,1,default,default,default,default
_dmarc.jfrog.org.,DMARC1,none,default,"mailto:dmarc+jfrog.org@jfrog.com,mailto:dmarc_agg@vali.email",mailto:dmarc+jfrog.org@jfrog.com,default,default,default,default,default,default
_dmarc.lw.com.,DMARC1,reject,default,mailto:latham-and-watkins-llp@rua.agari.com,mailto:latham-and-watkins-llp@ruf.agari.com,default,0,default,default,default,3600
_dmarc.nttgame.com.,DMARC1,quarantine,100,mailto:dmarc@nttgame.com,mailto:dmarc@nttgame.com,none,default,afrf,default,default,default
_dmarc.pajiba.com.,DMARC1,reject,100,mailto:k7ykukdne6@rua.powerdmarc.com,mailto:k7ykukdne6@ruf.powerdmarc.com,default,1,default,s,s,default
_dmarc.pinpointhq.com.,DMARC1,none,100,mailto:re+elf2geug468@inbound.dmarcdigests.com,default,none,default,default,default,r,default
_dmarc.playwsop.com.,DMARC1,reject,default,"mailto:dmarc_agg@vali.email,mailto:DMARC_Reports@playtika.com",default,default,0,default,default,default,3600
_dmarc.rch.org.au.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.relesysapp.net.,DMARC1,none,default,mailto:eptohmt9@ag.dmarcian.eu,mailto:eptohmt9@fr.dmarcian.eu,default,default,default,default,default,default
_dmarc.socgen.com.,DMARC1,reject,default,mailto:societe-generale-cross-asset-research@rua.dmp.cisco.com,mailto:societe-generale-cross-asset-research@ruf.dmp.cisco.com,default,1,default,default,default,3600
_dmarc.sportsmockery.com.,DMARC1,none,default,mailto:info@sportsmockery.com,default,default,1,default,default,default,default
_dmarc.superpowered.me.,DMARC1,reject,default,mailto:bdd3672c39644167bed8b82a1fe5fb9b@dmarc-reports.cloudflare.net,default,reject,default,default,r,r,default
_dmarc.tbs.com.,DMARC1,quarantine,default,mailto:dmarc_agg@vali.email,default,default,default,default,default,default,default
_dmarc.tteccloud.com.,DMARC1,none,default,mailto:zzzctsinfrastructureoperations@tteccloud.com,mailto:zzzctsinfrastructureoperations@tteccloud.com,default,1,default,default,default,default
_dmarc.tuerchen.com.,DMARC1,none,default,default,mailto:support@tuerchen.com,default,1,default,default,default,default
_dmarc.velocicast.com.,DMARC1,quarantine,100,mailto:kar-auction-services@rua.dmp.cisco.com,mailto:kar-auction-services@ruf.dmp.cisco.com,default,1,default,default,default,3600
_dmarc.webador.com.,DMARC1,reject,100,mailto:re+f269qdlyv2c@dmarc.postmarkapp.com,default,none,default,default,default,default,default
_dmarc.wltreport.com.,DMARC1,none,default,mailto:cloudflare@tedslater.com,default,default,default,default,default,default,default
_dmarc.woo.com.,DMARC1,quarantine,default,mailto:0bqp2jnw@ag.dmarcian.com,default,default,default,default,default,default,default
_dmarc.240tutoring.com.,DMARC1,none,default,mailto:9d099681c64b4d428ce8d33804f2432e@dmarc-reports.cloudflare.net,default,default,default,default,default,default,default
_dmarc.agco-ats.com.,DMARC1,none,default,mailto:edt_systems@agcocorp.com,default,default,default,default,default,default,default
_dmarc.bigpanda.io.,DMARC1,reject,default,mailto:weudnniw@ag.dmarcian.com,mailto:weudnniw@fr.dmarcian.com,default,default,default,default,default,default
_dmarc.bottegaveneta.com.,DMARC1,reject,default,mailto:uhhmaygb@ag.eu.dmarcadvisor.com,mailto:uhhmaygb@fr.eu.dmarcadvisor.com,default,default,default,default,default,default
_dmarc.breaktime.com.tw.,DMARC1,none,default,mailto:postmaster@breaktime.com.tw,default,default,default,default,default,default,default
_dmarc.c6bank.com.br.,DMARC1,reject,100,mailto:csirt@c6bank.com,mailto:csirt@c6bank.com,none,0,afrf,s,s,86400
_dmarc.cognex.com.,DMARC1,quarantine,100,mailto:securityops@cognex.com,mailto:securityops@cognex.com,default,1,default,default,default,default
_dmarc.conemaugh.org.,DMARC1,reject,default,mailto:17a7702a0479620@rep.dmarcanalyzer.com,mailto:17a7702a0479620@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.cooleaf.com.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.coyocloud.com.,DMARC1,reject,100,mailto:dmarc-reports@haiilo.com,default,default,default,default,default,default,86400
_dmarc.daltile.com.,DMARC1,none,default,mailto:166e38fc2dd5563@rep.dmarcanalyzer.com,mailto:166e38fc2dd5563@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.delen.be.,DMARC1,reject,100,"mailto:bfef7164@mxtoolbox.dmarc-report.com,mailto:delen@rua.netcraft.com","mailto:bfef7164@forensics.dmarc-report.com,mailto:delen@ruf.netcraft.com",none,default,afrf,default,default,86400
_dmarc.efilecabinet.com.,DMARC1,quarantine,default,mailto:postmaster@efilecabinet.com,default,default,default,default,default,default,default
_dmarc.fitnyc.edu.,DMARC1,none,default,mailto:jtvsxpke@ag.us.dmarcian.com,default,default,default,default,default,default,default
_dmarc.flowserve.com.,DMARC1,quarantine,100,mailto:malops@flowserve.com,mailto:malops@flowserve.com,quarantine,0:1:d:s,afrf,s,s,86400
_dmarc.forneyisd.net.,DMARC1,reject,100,"mailto:postmaster@forneyisd.net,mailto:huwpqabo@ag.dmarcian.com",default,default,default,default,default,default,default
_dmarc.gpsinsight.io.,DMARC1,reject,100,mailto:c5c9eb3d2afb608@rep.dmarcanalyzer.com,mailto:c5c9eb3d2afb608@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.harrys.com.,DMARC1,quarantine,default,"mailto:7k7vw-8457@rua.dmarc.emailanalyst.com,mailto:0loqnpuw@ag.dmarcian.com","mailto:7k7vw-8457@ruf.dmarc.emailanalyst.com,mailto:0loqnpuw@fr.dmarcian.com",default,default,default,default,default,default
_dmarc.hedera.com.,DMARC1,reject,default,mailto:lyhey9tk@ag.dmarcian.com,mailto:lyhey9tk@fr.dmarcian.com,reject,default,default,default,default,default
_dmarc.ip-adress.com.,DMARC1,none,default,mailto:dmarc-reports@ip-adress.com,default,default,default,default,default,default,default
_dmarc.justenergy.com.,DMARC1,none,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.kaiterra.com.,DMARC1,quarantine,1,mailto:support@kaiterra.com,default,default,default,default,default,default,default
_dmarc.lidl.cz.,DMARC1,none,default,mailto:schwarz-dmarc-rua@mail.schwarz,default,none,default,default,s,s,default
_dmarc.livesupporti.com.,DMARC1,reject,default,mailto:postmaster@livesupporti.com,default,default,default,default,default,default,default
_dmarc.mdu.com.,DMARC1,reject,default,mailto:dmarc_agg@vali.email,default,default,default,default,default,default,default
_dmarc.min.io.,DMARC1,quarantine,100,mailto:devops@min.io,default,default,default,default,default,default,default
_dmarc.notebooksbilliger.de.,DMARC1,reject,100,mailto:mailabuse@notebooksbilliger.de,mailto:mailabuse.error@notebooksbilliger.de,default,default,afrf,r,s,default
_dmarc.publiclands.com.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.raps.org.,DMARC1,quarantine,100,mailto:re+qn03sfjpj8u@dmarc.postmarkapp.com,mailto:dmarcreports@raps.org,default,default,default,default,r,default
_dmarc.sdui.de.,DMARC1,reject,default,mailto:dmarc-aggregate@sdui.de,mailto:dmarc-forensik@sdui.de,default,1,default,s,r,default
_dmarc.sealmetrics.com.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.securelinkcloud.net.,DMARC1,none,default,mailto:pcipftmhj3@rua.powerdmarc.com,mailto:pcipftmhj3@ruf.powerdmarc.com,default,0:1:d:s,default,default,default,default
_dmarc.storylane.io.,DMARC1,quarantine,100,mailto:admin@storylane.io,default,default,default,default,default,default,default
_dmarc.tagmanager.com.,spf1 -all,default,default,default,default,default,default,default,default,default,default
_dmarc.tenten.vn.,DMARC1,none,100,mailto:monitor@runsystem.vn,default,none,default,afrf,default,default,86400
_dmarc.tripadvisor.cn.,DMARC1,none,default,mailto:dmarc-rua@tripadvisor.com,default,default,default,default,default,default,default
_dmarc.uzh.ch.,DMARC1,none,default,mailto:dmarc.reports@zi.uzh.ch,default,default,default,default,default,default,default
_dmarc.wlbt.com.,DMARC1,reject,default,mailto:rua+wlbt.com@dmarc.barracudanetworks.com,mailto:ruf+wlbt.com@dmarc.barracudanetworks.com,default,1,default,default,default,default
_dmarc.yelp.ca.,DMARC1,reject,default,mailto:dmarc@yelp.com,mailto:dmarc_fr@yelp.com,default,default,default,default,default,default
_dmarc.1011now.com.,DMARC1,reject,default,mailto:rua+1011now.com@dmarc.barracudanetworks.com,mailto:ruf+1011now.com@dmarc.barracudanetworks.com,default,1,default,default,default,default
_dmarc.afilio.com.br.,DMARC1,none,default,mailto:gustavo.lima@afilio.com.br,default,default,default,default,default,default,default
_dmarc.almasryalyoum.com.,DMARC1,reject,default,mailto:it@almasryalyoum.com,default,default,default,default,default,default,default
_dmarc.avizia.com.,DMARC1,none,default,mailto:h0rebm4q@ag.dmarcian.com,default,default,default,default,r,r,default
_dmarc.bcu.org.,DMARC1,none,default,mailto:dmarc_rua@dmarc.bcu.org,mailto:dmarc_ruf@dmarc.bcu.org,default,1,default,default,default,3600
_dmarc.billdomain.com.,DMARC1,none,default,mailto:2ynhg3yt@ag.dmarcian.com,default,default,default,default,default,default,default
_dmarc.bostonproper.com.,DMARC1,quarantine,default,mailto:bpdmarc@bostonproper.com,mailto:bpdmarc@bostonproper.com,default,default,default,default,default,default
_dmarc.botnot.io.,DMARC1,none,default,mailto:admin@botnot.io,mailto:admin@botnot.io,none,default,default,r,r,default
_dmarc.clideo.com.,DMARC1,quarantine,100,mailto:security@softo.co,mailto:security@softo.co,quarantine,default,default,default,default,default
_dmarc.comarch.pl.,DMARC1,none,100,mailto:dmarcreports@comarch.com,mailto:dmarcreports@comarch.com,none,default,default,default,default,default
_dmarc.courtreserve.com.,DMARC1,none,100,mailto:postmaster@courtreserve.com,default,default,default,default,default,default,default
_dmarc.criteois.com.,DMARC1,reject,default,mailto:iit.ops.notifications.atp-dmarc@criteo.com,mailto:iit.ops.notifications.atp-dmarc@criteo.com,default,1,default,default,default,default
_dmarc.dallasobserver.com.,DMARC1,none,default,mailto:fb5b562a0b9d817@rep.dmarcanalyzer.com,mailto:fb5b562a0b9d817@for.dmarcanalyzer.com,none,s,default,default,default,default
_dmarc.dmwsconnector.nl.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.ecrs.com.,DMARC1,reject,100,mailto:3c8857c1@mxtoolbox.dmarc-report.com,mailto:3c8857c1@forensics.dmarc-report.com,default,default,default,default,r,default
_dmarc.euromsg.net.,DMARC1,reject,default,mailto:deliverability@euromsg.com,mailto:deliverability@euromsg.com,default,default,default,default,default,default
_dmarc.eveoh.nl.,DMARC1,none,100,mailto:dmarc_agg@vali.email,default,none,default,default,default,r,default
_dmarc.fmaudit.com.,DMARC1,reject,default,mailto:dmarc-reports@fmaudit.com,mailto:dmarc-reports@fmaudit.com,default,1,default,default,default,default
_dmarc.goldpointsystems.com.,DMARC1,quarantine,default,mailto:usekv81o@ag.us.dmarcian.com,default,default,default,default,default,default,default
_dmarc.gujaratsamachar.com.,DMARC1,quarantine,50,default,default,default,default,default,default,default,default
_dmarc.haendlerbund.de.,DMARC1,quarantine,default,mailto:sysadmin@haendlerbund.de,mailto:sysadmin@haendlerbund.de,none,default,default,default,r,default
_dmarc.lossfreerx.com.,DMARC1,reject,100,mailto:579f7fa514@rep.dmarcanalyzer.com,mailto:579f7fa514@for.dmarcanalyzer.com,reject,1,default,s,s,default
_dmarc.masterofmalt.com.,DMARC1,reject,default,mailto:andrew.mills@masterofmalt.com,mailto:spam.quarantine@masterofmalt.com,quarantine,0,afrf,r,r,default
_dmarc.mastersaf.com.br.,DMARC1,none,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,default,default,default,default,default
_dmarc.metatft.com.,DMARC1,none,default,mailto:hello@metatft.com,default,default,default,default,default,default,default
_dmarc.monex.com.mx.,DMARC1,reject,100,mailto:dmarc_agg@vali.email,mailto:dmarc_agg@vali.email,default,1,default,default,default,86400
_dmarc.mynewsdesk.com.,DMARC1,none,default,mailto:dmarc_reports@mynewsdesk.com,mailto:dmarc_afrf@mynewsdesk.com,default,1,default,default,default,default
_dmarc.novonordisk.com.,DMARC1,reject,default,mailto:dmarc_agg@vali.email,default,none,default,default,default,default,default
_dmarc.onebauer.media.,DMARC1,none,100,mailto:54433b5b@inbox.ondmarc.com,mailto:54433b5b@inbox.ondmarc.com,none,0,afrf,r,r,3600
_dmarc.philnews.ph.,DMARC1,quarantine,default,default,default,default,default,default,default,default,default
_dmarc.puzzlebaron.com.,DMARC1,none,default,mailto:spryder@casebook.org,mailto:spryder@casebook.org,default,1,default,default,default,default
_dmarc.sclhealth.org.,DMARC1,none,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.southeasthealth.org.,DMARC1,none,default,mailto:postmaster@southeasthealth.org,default,default,default,default,default,default,default
_dmarc.standardmedia.co.ke.,DMARC1,reject,100,"mailto:a639827a262347218237fe8aaf21dc71@dmarc-reports.cloudflare.net,mailto:postmaster@standardmedia.co.ke",mailto:postmaster@standardmedia.co.ke,default,1,default,default,default,default
_dmarc.taxfix.de.,DMARC1,reject,default,mailto:55b4711c@in.mailhardener.com,default,default,default,default,default,default,default
_dmarc.timssiena.com.,DMARC1,quarantine,100,default,default,default,1,default,default,default,default
_dmarc.tramscloud.co.uk.,DMARC1,quarantine,100,mailto:rua+tramscloud.co.uk@dmarc.barracudanetworks.com,mailto:ruf+tramscloud.co.uk@dmarc.barracudanetworks.com,default,1,default,default,default,default
_dmarc.tronads.io.,DMARC1,quarantine,100,default,default,default,1,default,default,default,default
_dmarc.trutv.com.,DMARC1,none,default,mailto:dmarc_agg@vali.email,default,default,default,default,default,default,default
_dmarc.uline.mx.,DMARC1,none,default,mailto:v79lfxtq@ag.dmarcian.com,mailto:v79lfxtq@fr.dmarcian.com,default,1,default,default,default,default
_dmarc.umc.edu.,DMARC1,reject,default,default,default,default,1,default,default,default,default
_dmarc.unice.com.,DMARC1,none,default,mailto:dmarc_report@chinaemail.cn,mailto:dmarc@chinaemail.cn,default,default,default,default,default,default
_dmarc.wcgirb.com.,DMARC1,none,default,mailto:1323f5a91819951@rep.dmarcanalyzer.com,mailto:1323f5a91819951@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.wcicustomer.com.,DMARC1,none,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.wwmt.com.,DMARC1,none,default,mailto:dmarc_agg@vali.email,default,default,default,default,default,default,default
_dmarc.000webhost.com.,DMARC1,reject,100,mailto:admin@hostinger.com,mailto:admin@hostinger.com,reject,1,default,default,default,default
_dmarc.abrdn.com.,DMARC1,none,default,mailto:0d5cddc9d22b964@rep.dmarcanalyzer.com,mailto:0d5cddc9d22b964@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.agcompany.net.,DMARC1,quarantine,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.allegro.cz.,DMARC1,quarantine,default,default,default,default,default,afrf,r,r,default
_dmarc.alvarezandmarsal.com.,DMARC1,reject,100,mailto:f8f096bb@inbox.ondmarc.com,mailto:f8f096bb@inbox.ondmarc.com,default,1,default,default,default,3600
_dmarc.bankid.com.,DMARC1,reject,100,mailto:re+wpswrnrle9h@dmarc.postmarkapp.com,default,none,default,default,default,r,default
_dmarc.beemray.com.,DMARC1,reject,default,mailto:postmaster@verve.com,default,default,default,default,default,default,default
_dmarc.blacklane.com.,DMARC1,none,default,mailto:dmarc@blacklane.com,mailto:dmarc@blacklane.com,none,default,default,default,default,default
_dmarc.bluestarinc.com.,DMARC1,none,10,default,default,default,1,afrf,default,default,default
_dmarc.boston.gov.,DMARC1,reject,default,"mailto:dmarc@boston.gov,mailto:hkn591vq@ag.dmarcian.com",default,default,default,default,default,default,default
_dmarc.businessmanagementdaily.com.,DMARC1,none,default,default,mailto:dmarc_ruf@businessmanagementdaily.com,default,default,default,default,default,default
